bin,avg_temperature,BMY_HORIZONTAL_WIND_SPEED,hour,month
2018-12-12 09:45:00,227.0944481481481,4.669024498886414,9,12
2018-12-12 10:00:00,222.40576444444446,5.196224444444444,10,12
2018-12-12 10:15:00,218.50942296296296,5.318015555555555,10,12
2018-12-12 10:30:00,215.21981111111108,4.862808888888889,10,12
2018-12-12 10:45:00,212.9109962962963,3.60784,10,12
2018-12-12 11:00:00,210.95020962962963,2.5706859688195998,11,12
2018-12-12 11:15:00,209.65026074074072,2.5020933333333333,11,12
2018-12-12 11:30:00,208.07048296296296,2.8537066666666666,11,12
2018-12-12 11:45:00,206.80326888888888,2.822357777777777,11,12
2018-12-12 12:00:00,205.670062962963,2.958491111111111,12,12
2018-12-12 12:15:00,204.72317777777778,3.082253333333333,12,12
2018-12-12 12:30:00,203.7599874074074,3.0921133333333333,12,12
2018-12-12 12:45:00,202.77771925925927,2.44071714922049,12,12
2018-12-12 13:00:00,201.90961481481483,2.9339066666666667,13,12
2018-12-12 13:15:00,201.00992740740742,3.787253886010363,13,12
2018-12-12 15:30:00,194.73152173913044,6.0498260869565215,15,12
2018-12-12 15:45:00,194.49157259259255,6.364171111111111,15,12
2018-12-12 16:00:00,194.19728370370373,6.690935555555555,16,12
2018-12-12 16:15:00,193.7009496296296,6.221348888888889,16,12
2018-12-12 16:30:00,192.97499481481483,6.501142222222223,16,12
2018-12-12 16:45:00,192.22937185185185,6.204739999999999,16,12
2018-12-12 17:00:00,191.42872222222218,5.682973333333334,17,12
2018-12-12 17:15:00,190.6012540740741,5.367222222222222,17,12
2018-12-12 17:30:00,189.90916444444443,5.386231111111111,17,12
2018-12-12 17:45:00,189.27712814814814,5.256644736842105,17,12
2018-12-12 22:00:00,182.7650703703704,4.523083743842364,22,12
2018-12-12 22:15:00,182.00106222222223,4.14965100671141,22,12
2018-12-12 22:30:00,182.1189074074074,4.590393483709273,22,12
2018-12-12 22:45:00,182.84287629629628,4.386677804295943,22,12
2018-12-12 23:00:00,184.22081481481482,4.16078247734139,23,12
2018-12-12 23:15:00,186.35058888888886,4.221238805970149,23,12
2018-12-13 00:15:00,200.37127420546935,3.938,0,12
2018-12-13 00:30:00,204.2093711111111,7.0825,0,12
2018-12-13 00:45:00,207.9551014814815,10.395,0,12
2018-12-13 01:00:00,211.5513103703704,9.646457142857145,1,12
2018-12-13 01:15:00,215.0358125925926,9.498854166666668,1,12
2018-12-13 01:30:00,218.6546259259259,8.639593406593406,1,12
2018-12-13 01:45:00,222.9626348148148,7.416269487750557,1,12
2018-12-13 02:00:00,226.7472592592593,5.166669662921349,2,12
2018-12-13 02:15:00,230.6576822222222,5.091189189189189,2,12
2018-12-13 02:30:00,233.49863407407406,5.316807291666667,2,12
2018-12-13 02:45:00,236.0932725925926,5.639560640732265,2,12
2018-12-13 03:00:00,241.2766585185185,4.311079136690648,3,12
2018-12-13 03:15:00,242.63359703703705,5.300611111111111,3,12
2018-12-13 03:30:00,246.13458854166663,3.897984076433121,3,12
2018-12-13 03:45:00,248.5007214814815,4.38100278551532,3,12
2018-12-13 04:00:00,249.46309629629627,6.846798657718121,4,12
2018-12-13 04:15:00,251.86263925925928,5.032011848341233,4,12
2018-12-13 04:30:00,253.3232925925926,5.863490697674418,4,12
2018-12-13 04:45:00,254.47326370370374,8.236838565022422,4,12
2018-12-13 05:00:00,255.0002948148148,7.255197674418605,5,12
2018-12-13 05:15:00,256.8223496296296,7.832705215419501,5,12
2018-12-13 05:30:00,257.29735407407406,9.608258351893095,5,12
2018-12-13 05:45:00,258.1055607407407,7.348930337078651,5,12
2018-12-13 06:00:00,259.0185533333334,7.879128959276017,6,12
2018-12-13 06:15:00,260.0662414814815,7.200481395348837,6,12
2018-12-13 06:30:00,259.9285481481482,8.723337777777777,6,12
2018-12-13 06:45:00,259.87130518518524,9.094575620767497,6,12
2018-12-13 07:00:00,259.9440266666667,7.20377728285078,7,12
2018-12-13 07:15:00,260.18451407407406,7.279874439461883,7,12
2018-12-13 07:30:00,259.09209407407405,7.821678733031674,7,12
2018-12-13 07:45:00,258.54276,7.894546666666666,7,12
2018-12-13 08:00:00,257.28440148148155,8.226783964365255,8,12
2018-12-13 08:15:00,255.71552074074074,8.926403118040088,8,12
2018-12-13 08:30:00,254.18360074074076,7.99576837416481,8,12
2018-12-13 08:45:00,252.10023925925927,9.659002222222224,8,12
2018-12-13 09:00:00,249.55250814814815,8.335395555555555,9,12
2018-12-13 09:15:00,246.70184814814817,7.512632516703786,9,12
2018-12-13 09:30:00,243.6451525925926,6.88826280623608,9,12
2018-12-13 09:45:00,239.3670637037037,7.189942222222222,9,12
2018-12-13 10:00:00,234.5916274074074,6.347413333333333,10,12
2018-12-13 10:15:00,229.49605259259258,5.615013363028954,10,12
2018-12-13 10:30:00,224.7363140740741,5.473726666666667,10,12
2018-12-13 10:45:00,220.79129111111106,6.271251111111112,10,12
2018-12-13 11:00:00,217.20537703703704,6.181782222222223,11,12
2018-12-13 11:15:00,214.75519851851848,6.537307692307692,11,12
2018-12-13 16:15:00,195.09759748427675,6.61,16,12
2018-12-13 16:15:00,194.9619747747748,7.425189189189189,16,12
2018-12-13 16:30:00,194.58475777777778,7.312631111111112,16,12
2018-12-13 16:45:00,194.3092022222222,7.624397777777777,16,12
2018-12-13 17:00:00,193.7249525925926,7.43598,17,12
2018-12-13 17:15:00,193.21060814814814,7.101071111111111,17,12
2018-12-13 17:30:00,192.4580533333333,6.652442222222223,17,12
2018-12-13 17:45:00,191.38407185185187,6.270122222222222,17,12
2018-12-13 18:00:00,190.841282962963,6.787135555555556,18,12
2018-12-13 18:15:00,189.87837555555555,6.063486666666667,18,12
2018-12-13 18:30:00,189.53832814814814,6.50686,18,12
2018-12-13 18:45:00,189.41340518518518,6.924471111111112,18,12
2018-12-13 19:00:00,189.28999037037036,7.265820000000001,19,12
2018-12-13 19:15:00,188.9293866666667,7.033576642335767,19,12
2018-12-13 22:30:00,182.71713555555553,5.0116479289940825,22,12
2018-12-13 22:45:00,182.4126977777778,4.943784444444445,22,12
2018-12-13 23:00:00,182.4582562962963,4.754831111111111,23,12
2018-12-13 23:15:00,182.71235333333334,4.485797777777778,23,12
2018-12-13 23:30:00,183.73278592592592,4.2011666666666665,23,12
2018-12-13 23:45:00,185.22570888888887,3.941426666666666,23,12
2018-12-14 00:00:00,187.34954518518518,4.2553600000000005,0,12
2018-12-14 00:15:00,190.22863777777775,4.671215555555556,0,12
2018-12-14 00:30:00,193.5677022222222,4.835762863534675,0,12
2018-12-14 00:45:00,197.31063851851854,5.182483870967742,0,12
2018-12-14 01:00:00,200.96898370370369,5.621946210268949,1,12
2018-12-14 01:15:00,204.7593474074074,5.870300505050506,1,12
2018-12-14 01:30:00,208.07127333333335,5.920688564476885,1,12
2018-12-14 01:45:00,211.77796814814815,7.254612244897959,1,12
2018-12-14 02:30:00,221.49791851851853,4.990369565217391,2,12
2018-12-14 02:45:00,225.43491629629628,6.878613839285714,2,12
2018-12-14 03:00:00,229.0069562962963,5.4458322147651,3,12
2018-12-14 03:15:00,233.2770748148148,6.309026666666666,3,12
2018-12-14 03:30:00,236.37940814814814,5.654486746987952,3,12
2018-12-14 03:45:00,238.3607933333333,4.6332737819025525,3,12
2018-12-14 04:00:00,242.65590814814814,6.725657015590201,4,12
2018-12-14 04:15:00,245.5087748148148,4.987961711711712,4,12
2018-12-14 04:30:00,247.8556162962963,6.327731376975169,4,12
2018-12-14 04:45:00,248.70525333333333,6.535883928571429,4,12
2018-12-14 05:00:00,250.73452962962963,6.548703125,5,12
2018-12-14 05:15:00,252.40411481481485,6.930002222222223,5,12
2018-12-14 05:30:00,254.73311703703703,6.059904545454546,5,12
2018-12-14 05:45:00,257.035662962963,7.051860273972603,5,12
2018-12-14 06:00:00,258.6523607407408,7.228951100244499,6,12
2018-12-14 06:15:00,257.9191288888889,6.29884597156398,6,12
2018-12-14 06:30:00,259.74144370370374,7.315390519187359,6,12
2018-12-14 06:45:00,262.1057851851852,7.787269113149847,6,12
2018-12-14 07:00:00,262.392504804139,6.761708920187793,7,12
2018-12-14 07:15:00,261.38382518518523,7.287948660714286,7,12
2018-12-14 07:30:00,261.3982859259259,7.139053691275168,7,12
2018-12-14 07:45:00,260.9674466666666,8.223411764705881,7,12
2018-12-14 08:00:00,261.7381362962963,7.090797953964194,8,12
2018-12-14 08:15:00,260.11810222222226,8.265427616926504,8,12
2018-12-14 08:30:00,259.10050296296293,7.860175555555556,8,12
2018-12-14 08:45:00,258.13399851851847,7.283351893095769,8,12
2018-12-14 09:00:00,256.4270925925926,7.079885906040268,9,12
2018-12-14 09:15:00,255.33085111111117,6.163287946428571,9,12
2018-12-14 09:30:00,252.91590370370372,7.3049244444444446,9,12
2018-12-14 09:45:00,249.65180518518517,8.49018,9,12
2018-12-14 10:00:00,247.05448962962964,5.424572706935123,10,12
2018-12-14 10:15:00,243.80594592592593,4.716247216035634,10,12
2018-12-14 10:30:00,239.80311777777777,4.130948888888889,10,12
2018-12-14 10:45:00,234.68216074074073,4.558497777777778,10,12
2018-12-14 11:00:00,229.46484296296296,4.134095768374165,11,12
2018-12-14 11:15:00,224.47417185185182,4.888464444444445,11,12
2018-12-14 11:30:00,220.40640962962962,5.936148888888889,11,12
2018-12-14 11:45:00,216.93976814814815,6.020333333333333,11,12
2018-12-14 12:00:00,214.20553925925924,5.658529411764706,12,12
2018-12-14 15:15:00,200.26561629629632,6.518486988847584,15,12
2018-12-14 15:30:00,199.01457703703704,6.521546666666667,15,12
2018-12-14 15:45:00,198.23028814814813,6.99274,15,12
2018-12-14 16:00:00,197.54333037037034,6.586726666666666,16,12
2018-12-14 16:15:00,196.9524162962963,6.466117777777778,16,12
2018-12-14 16:30:00,196.10482074074073,6.260231111111111,16,12
2018-12-14 16:45:00,195.57204518518517,6.248482222222222,16,12
2018-12-14 17:00:00,195.11610130718955,6.745254901960784,17,12
2018-12-14 17:00:00,194.96994827586207,6.671540229885057,17,12
2018-12-14 17:15:00,194.5735511111111,6.469622222222222,17,12
2018-12-14 17:30:00,193.91394666666665,5.9916044444444445,17,12
2018-12-14 17:45:00,193.38333481481482,6.159144444444444,17,12
2018-12-14 18:00:00,192.5057748148148,6.012191111111111,18,12
2018-12-14 18:15:00,192.15013555555558,5.315146666666666,18,12
2018-12-14 18:30:00,190.64621185185183,4.522826666666666,18,12
2018-12-14 18:45:00,189.87200666666664,4.530972222222222,18,12
2018-12-14 23:00:00,183.65131703703705,3.938058495821727,23,12
2018-12-14 23:15:00,183.2705674074074,4.477222222222222,23,12
2018-12-14 23:30:00,182.80517555555556,4.518128888888889,23,12
2018-12-14 23:45:00,182.95113037037035,5.061484444444445,23,12
2018-12-15 00:00:00,183.47796074074077,4.855506666666667,0,12
2018-12-15 00:15:00,184.9798755555556,4.815868888888889,0,12
2018-12-15 00:30:00,186.9916051851852,4.862064587973274,0,12
2018-12-15 00:45:00,189.18876740740743,4.672744444444445,0,12
2018-12-15 01:00:00,192.30815703703703,5.340333333333333,1,12
2018-12-15 01:15:00,195.82671407407406,5.972755813953488,1,12
2018-12-15 01:30:00,199.66289333333336,6.203648293963255,1,12
2018-12-15 01:45:00,203.34114296296295,6.898331269349845,1,12
2018-12-15 02:00:00,207.39334444444444,7.093147260273973,2,12
2018-12-15 02:15:00,211.02266222222224,6.3195158924205375,2,12
2018-12-15 02:30:00,214.62574148148147,7.427833729216152,2,12
2018-12-15 02:45:00,218.4213525925926,7.160173333333333,2,12
2018-12-15 03:00:00,221.59799185185184,6.215755555555556,3,12
2018-12-15 03:15:00,224.51598814814815,5.790997767857143,3,12
2018-12-15 03:30:00,228.1184192592593,5.0369127516778525,3,12
2018-12-15 03:45:00,233.08897555555555,5.50292873051225,3,12
2018-12-15 04:00:00,237.8649325925926,3.3762084507042256,4,12
2018-12-15 04:15:00,240.20576444444444,4.8662690582959645,4,12
2018-12-15 04:30:00,242.48543037037038,5.556654017857142,4,12
2018-12-15 04:45:00,243.81621701388886,5.0033206896551725,4,12
2018-12-15 05:00:00,245.6683148148148,5.867729977116705,5,12
2018-12-15 05:15:00,248.24215333333336,8.098144444444443,5,12
2018-12-15 05:30:00,249.03086962962968,5.58078125,5,12
2018-12-15 05:45:00,252.42032148148147,7.198837053571429,5,12
2018-12-15 06:00:00,253.67566222222226,5.688447488584475,6,12
2018-12-15 06:15:00,257.15807333333333,5.089680693069307,6,12
2018-12-15 06:30:00,256.84221333333335,7.825858744394619,6,12
2018-12-15 06:45:00,258.514302962963,5.878630331753555,6,12
2018-12-15 07:00:00,259.98273111111115,7.719684931506849,7,12
2018-12-15 07:15:00,261.5601,6.756417910447761,7,12
2018-12-15 07:30:00,260.49643481481485,7.787366071428571,7,12
2018-12-15 07:45:00,261.77443629629624,6.495868852459016,7,12
2018-12-15 08:00:00,261.1756674074074,7.661959459459459,8,12
2018-12-15 08:15:00,262.17304814814815,6.746018735362998,8,12
2018-12-15 08:30:00,261.5991051851852,7.476357142857142,8,12
2018-12-15 08:45:00,260.96272296296297,7.398936507936508,8,12
2018-12-15 09:00:00,260.7843162962963,6.3227237442922375,9,12
2018-12-15 09:15:00,259.1059451851852,8.611277777777778,9,12
2018-12-15 09:30:00,257.49196,9.237953229398665,9,12
2018-12-15 09:45:00,255.53246962962965,8.245077777777777,9,12
2018-12-15 10:00:00,253.4493,8.121235555555556,10,12
2018-12-15 10:15:00,251.00930888888888,8.013977777777777,10,12
2018-12-15 10:30:00,248.5859911111111,6.354008888888889,10,12
2018-12-15 10:45:00,245.31527346637105,6.414242222222223,10,12
2018-12-15 11:00:00,241.5116985185185,5.950351111111111,11,12
2018-12-15 11:15:00,237.01694,5.734015555555555,11,12
2018-12-15 11:30:00,232.01482296296294,5.102742222222222,11,12
2018-12-15 11:45:00,226.75306,4.612209354120267,11,12
2018-12-15 12:00:00,222.31619333333333,4.947855555555555,12,12
2018-12-15 12:15:00,218.5152614814815,5.21160888888889,12,12
2018-12-15 12:30:00,215.5182696296296,5.009330357142857,12,12
2018-12-15 12:45:00,213.256382962963,4.445693333333333,12,12
2018-12-15 13:00:00,211.47247851851853,4.387535555555556,13,12
2018-12-15 13:15:00,209.8133162962963,3.3859776785714284,13,12
2018-12-15 13:30:00,208.19144148148146,2.614822580645161,13,12
2018-12-15 13:45:00,207.8414725925926,5.383582222222223,13,12
2018-12-15 14:00:00,206.8634888888889,6.068384444444445,14,12
2018-12-15 14:15:00,205.81154888888886,6.290042222222223,14,12
2018-12-15 14:30:00,205.12137342242022,6.910435146443515,14,12
2018-12-15 17:30:00,195.49502222222222,8.843316666666668,17,12
2018-12-15 17:45:00,195.26902814814818,8.599762222222223,17,12
2018-12-15 18:00:00,194.95573703703704,8.868226666666667,18,12
2018-12-15 18:15:00,194.37207259259256,8.61908,18,12
2018-12-15 18:30:00,193.7872518518519,8.51768888888889,18,12
2018-12-15 18:45:00,193.2911859259259,8.20364,18,12
2018-12-15 19:00:00,192.3429451851852,7.644968888888888,19,12
2018-12-15 19:15:00,191.4314355555556,7.588402222222222,19,12
2018-12-15 19:30:00,190.3016311111111,7.344137777777778,19,12
2018-12-15 19:45:00,188.99065777777778,7.559568888888889,19,12
2018-12-15 20:00:00,188.26318666666668,7.764922222222222,20,12
2018-12-15 20:15:00,187.77524666666667,8.034044444444445,20,12
2018-12-15 20:30:00,187.32294962962962,7.937897550111359,20,12
2018-12-15 20:45:00,186.84835481481483,7.690551111111112,20,12
2018-12-15 21:00:00,186.25632518518515,7.765637777777777,21,12
2018-12-15 21:15:00,185.9008096296296,7.884828888888888,21,12
2018-12-15 21:30:00,185.44041185185185,7.836277777777777,21,12
2018-12-15 21:45:00,185.06720074074073,7.681651111111111,21,12
2018-12-15 22:00:00,184.91020370370373,7.792115555555556,22,12
2018-12-15 22:15:00,184.84516148148145,8.302204444444445,22,12
2018-12-15 22:30:00,184.85934518518516,9.334008888888889,22,12
2018-12-15 22:45:00,184.71766518518518,9.03474888888889,22,12
2018-12-15 23:00:00,184.5086148148148,9.53324888888889,23,12
2018-12-15 23:15:00,184.2787466666667,9.31628,23,12
2018-12-15 23:30:00,184.2743362962963,9.024317777777778,23,12
2018-12-15 23:45:00,183.73064592592596,8.138293333333333,23,12
2018-12-16 00:00:00,183.22528296296298,6.2403933333333335,0,12
2018-12-16 00:15:00,182.67238814814814,5.257895555555555,0,12
2018-12-16 00:30:00,182.58030962962968,5.004546666666666,0,12
2018-12-16 00:45:00,183.1837459259259,4.829488888888889,0,12
2018-12-16 01:00:00,184.6241962962963,5.165035555555556,1,12
2018-12-16 01:15:00,186.3968362962963,4.730115555555556,1,12
2018-12-16 01:30:00,188.60676074074073,5.038875555555556,1,12
2018-12-16 01:45:00,191.55619407407406,5.072502222222223,1,12
2018-12-16 02:00:00,194.83586000000003,5.2669192825112106,2,12
2018-12-16 02:15:00,198.50792296296297,5.880846501128668,2,12
2018-12-16 02:30:00,202.46810814814816,7.386631111111111,2,12
2018-12-16 02:45:00,206.3427733333333,9.41189732142857,2,12
2018-12-16 03:00:00,209.7060413895048,10.666148558758314,3,12
2018-12-16 03:15:00,213.1939422222222,11.986066815144763,3,12
2018-12-16 03:30:00,216.8285222222222,12.03523777777778,3,12
2018-12-16 03:45:00,220.45283333333336,10.903737777777778,3,12
2018-12-16 04:00:00,223.15675925925927,10.73524888888889,4,12
2018-12-16 04:15:00,226.57185185185187,9.67483964365256,4,12
2018-12-16 04:30:00,229.7717888888889,8.686138084632518,4,12
2018-12-16 04:45:00,232.49150148148146,9.110555555555557,4,12
2018-12-16 05:00:00,235.08706814814818,8.747564444444444,5,12
2018-12-16 05:15:00,238.34341555555557,7.611755555555556,5,12
2018-12-16 05:30:00,241.51939481481477,8.823024498886415,5,12
2018-12-16 05:45:00,243.16212592592592,9.57381111111111,5,12
2018-12-16 06:00:00,246.07287407407406,8.410412026726059,6,12
2018-12-16 06:15:00,247.62517185185186,8.768029147982062,6,12
2018-12-16 06:30:00,249.8152266666667,8.883410714285715,6,12
2018-12-16 06:45:00,251.32257777777775,9.75060888888889,6,12
2018-12-16 07:00:00,252.80914814814813,10.21226,7,12
2018-12-16 07:15:00,254.22775407407414,10.521304444444445,7,12
2018-12-16 07:30:00,255.0882444444444,10.719215555555555,7,12
2018-12-16 07:45:00,256.0305540740741,8.429973273942094,7,12
2018-12-16 08:00:00,257.5583177777778,9.662622727272728,8,12
2018-12-16 08:15:00,258.3448562962963,9.76705777777778,8,12
2018-12-16 08:30:00,258.2127377777778,9.512197777777777,8,12
2018-12-16 08:45:00,259.1712962962963,9.353097995545657,8,12
2018-12-16 09:00:00,259.17171777777776,9.591470982142855,9,12
2018-12-16 09:15:00,258.60225037037037,10.54418262806236,9,12
2018-12-16 09:30:00,257.38330962962965,9.516673333333332,9,12
2018-12-16 09:45:00,256.5972977777778,9.63266,9,12
2018-12-16 10:00:00,255.65620148148147,10.42605111111111,10,12
2018-12-16 10:15:00,254.30813481481482,11.103813333333337,10,12
2018-12-16 10:30:00,252.37925629629626,8.741377777777778,10,12
2018-12-16 10:45:00,250.66416962962964,9.603328888888887,10,12
2018-12-16 11:00:00,248.4249237037037,9.376051111111112,11,12
2018-12-16 11:15:00,245.82580296296297,8.294367483296213,11,12
2018-12-16 11:30:00,242.16241481481484,9.510797777777778,11,12
2018-12-16 11:45:00,238.28784518518515,7.962073333333334,11,12
2018-12-16 12:00:00,233.59196888888889,8.211217777777778,12,12
2018-12-16 12:15:00,228.4410466666667,6.215351893095769,12,12
2018-12-16 12:30:00,223.7588785185185,5.732246666666667,12,12
2018-12-16 12:45:00,219.63249037037033,6.059953333333333,12,12
2018-12-16 13:00:00,216.32122074074073,6.115220982142858,13,12
2018-12-16 13:15:00,213.67515111111115,5.207886666666667,13,12
2018-12-16 13:30:00,211.50273629629632,4.834580000000001,13,12
2018-12-16 13:45:00,210.14572518518517,4.050953333333333,13,12
2018-12-16 14:00:00,208.90087925925926,4.468453333333334,14,12
2018-12-16 14:15:00,207.59660222222223,4.937331111111111,14,12
2018-12-16 14:30:00,206.20739407407405,5.662668888888889,14,12
2018-12-16 14:45:00,205.40217185185188,6.314453333333333,14,12
2018-12-16 15:00:00,204.43882370370372,6.671953333333333,15,12
2018-12-16 15:15:00,203.60662222222223,7.109917777777778,15,12
2018-12-16 15:30:00,202.8204088888889,7.804028888888889,15,12
2018-12-16 15:45:00,201.9321948148148,7.605395555555555,15,12
2018-12-16 16:00:00,200.69640666666666,7.291167037861915,16,12
2018-12-16 16:15:00,200.18786962962963,7.706508888888889,16,12
2018-12-16 16:30:00,199.57378740740742,8.07698888888889,16,12
2018-12-16 16:45:00,198.77623555555556,7.986462222222222,16,12
2018-12-16 17:00:00,198.4938,8.215784444444445,17,12
2018-12-16 17:15:00,197.34734074074072,7.258653333333333,17,12
2018-12-16 17:30:00,196.56617629629628,7.143848888888889,17,12
2018-12-16 17:45:00,195.92530740740736,7.136875555555556,17,12
2018-12-16 18:00:00,195.15974148148146,6.567268888888889,18,12
2018-12-16 18:15:00,194.63151169590643,6.503956140350877,18,12
2018-12-16 18:15:00,194.17167867867866,6.185436936936936,18,12
2018-12-16 18:30:00,193.67341925925925,5.796726666666666,18,12
2018-12-16 18:45:00,192.3066325925926,4.942429319371728,18,12
2018-12-16 23:30:00,184.79447185185185,5.806203703703704,23,12
2018-12-16 23:45:00,184.06506592592595,4.72796,23,12
2018-12-17 00:00:00,183.0943985185185,3.933624444444445,0,12
2018-12-17 00:15:00,182.79758148148153,4.105715555555556,0,12
2018-12-17 00:30:00,182.63236148148147,4.02778,0,12
2018-12-17 00:45:00,182.54387777777777,4.128457777777778,0,12
2018-12-17 01:00:00,182.52651703703702,3.6283444444444446,1,12
2018-12-17 01:15:00,182.78166148148148,3.2173777777777777,1,12
2018-12-17 01:30:00,183.82181259259258,3.1584222222222222,1,12
2018-12-17 01:45:00,185.42360592592593,3.666893333333333,1,12
2018-12-17 02:00:00,187.79228074074072,3.295695555555556,2,12
2018-12-17 02:15:00,190.3105207407407,2.781731111111111,2,12
2018-12-17 02:30:00,193.7100474074074,3.950524444444445,2,12
2018-12-17 02:45:00,197.86367629629626,5.142250574712644,2,12
