date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
2021-09-22,2021-08-11 15:16,1427,2021,10,4,257,0,2,-80.77394903218114,-51.62602706653159,-58.32875537438781,17.113074629775532,12.365095430605919,17.911977384942034,2.5814062225991656,13,1,7,activity_10,287.7877436072554,surface_operations,1.427,0.7133495858845524,27,2,1,3,0,0,0,1,1,0,0.4574474492536743,0.3887644997584656,1.2374052060938192,0.5734258177139371,1.909912730047091,0,0,CAMERA,1,1,1,0.11976213181925122,0,5,0,0,0,0,0,0,science,3,0,degraded,high,nominal,0.6489095392503401,0.6303804321311355,5,1,7,39,16,3,12.758030279556376,28.377590579872447,36.30822963986351,64.59172413316013,57.077830466891186,35.60967258978462,1427,0,0,0,0,0,4,1
2021-04-24,2021-06-02 19:27,1765,2021,11,4,335,5,21,-77.104858647753,-53.16449650439737,-44.91105510340061,28.234399728189643,11.135257860278596,25.006444131446493,1.7599059214712787,12,0,5,activity_11,147.74285771627814,extended_mission,1.765,0.3236792364042437,23,4,0,4,1,0,0,0,0,0,0.31816875917357224,0.40670628453056634,1.1106200424416326,0.7329458298603837,1.9530955535565306,2,0,IDA,1,0,0,0.5938830975578988,1,2,0,0,0,0,0,0,maintenance,4,0,safe,medium,limited,0.5256476914823061,1.7148116687819523,0,4,72,16,8,2,47.31662010518922,60.61018810558386,79.42894499664625,10.669925011343606,85.07274600164547,74.59745255487181,1765,0,0,0,0,0,1,1
2021-11-14,2021-10-04 12:41,1909,2021,9,18,296,6,7,-71.15277852875462,-41.49280857321574,-61.4379956626136,23.690234504406277,10.054407801849583,13.127444330138605,4.548085579735558,2,1,4,activity_12,293.2468992832976,extended_mission,1.909,0.22902539092479635,43,3,1,3,0,0,1,1,0,0,0.6649372477642761,0.802830106382755,0.6392720726633873,1.491037783905444,2.0501818898212836,3,1,SEIS,0,0,1,0.9976926159238433,0,1,1,0,0,0,0,0,science,4,0,safe,high,nominal,0.32347270431504554,1.3548345273069748,9,4,73,32,5,4,11.063173695520723,84.64522917345182,12.748866233198243,39.72872905603673,79.72953657795536,14.991742734877377,1909,0,0,0,0,0,3,1
2021-10-13,2021-08-18 00:46,1709,2021,8,28,171,3,11,-61.74334082053956,-32.13396704492431,-33.487527847021695,22.680965857834966,3.050780858285227,25.170092605838462,3.2302177087228516,19,0,7,activity_13,221.3820947349556,surface_operations,1.709,0.9255685129067763,27,1,1,5,1,1,0,0,0,0,0.9863570790661012,1.7100165556026814,0.6246626812032668,1.6812628239260585,2.674740905155321,2,1,HP3,0,0,0,0.05476163882203133,0,2,1,1,0,0,0,0,science,4,0,degraded,low,critical,0.5787180855136602,1.3060934044068844,5,1,6,17,1,2,45.221794088980715,22.460482293998197,45.24395161326934,14.085702037979985,17.63869865062233,49.83677727394797,1709,0,0,0,0,0,4,1
2021-07-19,2021-11-24 18:31,1185,2021,1,13,286,2,17,-75.29776603895142,-31.437632008406872,-51.25585214348464,18.361397281431174,9.621758967751719,22.395418208743713,3.944103264798083,4,0,7,activity_14,107.85452823593174,surface_operations,1.185,0.07550336380388922,7,3,1,2,1,0,0,0,0,0,0.46786075398828675,0.24569544018862077,0.6561525973661904,1.3739583432710962,2.1473098547753784,0,0,IDA,0,0,1,0.1961130996934528,0,5,1,0,0,0,0,0,maintenance,0,0,safe,low,critical,0.921222337759452,1.335082377175049,7,1,34,31,13,2,96.26493185548746,94.44097255772735,14.108184877771357,40.6392308273522,32.39900611067996,8.692501495034932,1185,0,0,0,0,0,1,0
2021-06-09,2021-02-21 11:34,1697,2021,4,26,342,3,23,-84.28810370398016,-37.36893520133758,-30.65847094912194,16.77663631734536,3.642142776431665,21.967242850262117,2.806059451468647,9,1,1,activity_15,224.69360682568825,surface_operations,1.697,0.40255004359698054,13,6,1,3,1,0,0,0,1,0,0.47953354109795365,0.4380971800255947,1.4005723012363855,1.3368327864144816,2.2079596411137032,1,1,CAMERA,0,1,1,0.49809075351100573,1,1,1,0,0,0,0,0,science,0,0,degraded,medium,critical,0.37460511109007205,0.7100278079906734,8,5,90,39,1,3,63.30980633574475,49.42738501382714,57.32943781794007,83.81069631782958,40.43815015490243,77.09113770642705,1697,0,0,0,0,0,1,1
2021-06-05,2021-08-01 03:46,1846,2021,4,19,227,3,10,-47.67960753427214,-21.790547491060842,-68.03975366025438,20.58331377262477,9.484746174007393,17.053430621548163,2.0819307251039847,1,0,7,activity_16,343.4712971542679,extended_mission,1.846,0.4596815127611311,39,3,1,5,0,1,1,0,1,0,0.10210545156320044,1.9418588987727556,0.5052538185583849,0.4546406190206173,1.2864913920235272,2,0,SEIS,0,0,0,0.9502373538208024,0,1,0,1,0,0,1,0,routine,3,0,degraded,high,critical,0.8645928035030148,1.488175050066076,5,15,69,7,17,0,64.66649191171634,69.31752114569247,5.159580665870999,66.99174645500392,4.4165437710100175,58.826375696993104,1846,0,0,0,0,0,0,0
2021-07-17,2021-08-03 11:59,1818,2021,2,3,293,2,7,-67.94839191259192,-43.82058201272597,-49.24075082549405,25.09942448502244,10.76802980761575,28.15793112781895,3.8203509510793623,1,1,9,activity_17,188.0764473856208,extended_mission,1.818,0.23295947475363377,39,2,1,3,0,0,0,0,1,0,0.8872315054157794,1.1520868412489815,1.439067698512896,1.4981748536604982,2.994835276333344,3,0,CAMERA,1,0,0,0.03759677320626087,1,1,0,0,0,0,0,0,routine,0,0,degraded,medium,nominal,0.5354593246798954,1.2837787874517845,0,29,48,2,12,1,29.630812045599008,23.360775104990992,4.209318963636188,1.787393473341381,98.77223897360315,42.77731337358623,1818,0,0,0,0,0,0,0
2021-04-22,2021-05-19 12:45,1368,2021,10,11,226,0,8,-80.67808689278728,-28.81662105732987,-59.24436333749715,6.446066914084909,19.382052602816227,35.9325059737199,4.674885274378458,17,0,9,activity_18,83.40181249803962,surface_operations,1.368,0.7582384757040913,21,8,0,3,0,0,0,1,1,0,0.3019965146529946,0.6028717066807215,1.0369744228934135,1.1894099022625548,1.9502155195945279,1,0,APSS,0,1,0,0.27295937485631494,0,1,1,1,0,0,0,1,routine,0,0,degraded,medium,nominal,0.5303359557589097,1.8973842324784849,1,23,78,37,7,2,72.3420113688585,49.58757350787708,8.104621590764793,22.018320194981133,68.32587636595959,7.613085949030019,1368,0,0,0,0,0,0,1
2021-09-13,2021-11-13 20:41,1064,2021,4,27,188,6,4,-45.95646204005358,-25.12625889019072,-73.68387226344484,25.645418764119068,2.577397349468904,16.729159899069966,3.845787153312235,18,1,1,activity_19,312.22591234552885,extended_mission,1.064,0.7566358037849347,16,7,1,5,0,0,0,0,1,0,0.655234226538168,1.9661351204493622,1.1318135270166683,0.6897053715962397,2.0850142577490285,4,0,CAMERA,1,1,0,0.761027902502028,1,1,0,0,0,0,0,1,maintenance,3,0,safe,medium,nominal,0.37175680959347546,1.9058427308546766,3,17,67,26,16,3,6.73506014687717,58.217046017627325,34.588305695295674,62.091551776747714,4.5742033812512854,87.15368061523763,1064,0,0,0,0,0,4,1
2021-09-07,2021-07-11 19:31,1700,2021,2,15,84,5,10,-76.33702365008953,-21.965457509983587,-68.20239486985949,15.808370026065047,18.872318403351976,19.69045609241428,3.373366764488385,6,0,8,activity_20,153.42526880495026,surface_operations,1.7,0.9839776479598282,5,6,0,2,0,0,1,1,1,0,0.29179423362257495,0.25604134919212046,1.151666825375885,0.8527895155856418,2.6608956245990925,2,1,SEIS,1,1,0,0.8686231679556108,0,3,0,0,0,0,0,1,maintenance,1,0,safe,high,nominal,0.39187141437767126,0.5487892692368779,9,2,19,45,14,0,0.12318351664258875,59.832726512242694,60.730644826267124,24.753995560337515,55.841267258319796,22.554014244373544,1700,0,0,0,0,0,3,0
2021-12-06,2021-09-08 10:21,726,2021,3,24,41,0,11,-40.666870336642674,-54.30017828393947,-52.55003309468898,20.45389335795298,14.049299410882078,24.587703922041992,0.5439688133863265,1,1,0,activity_21,272.5413363400404,surface_operations,0.726,0.8825334858196,34,1,0,4,0,0,0,0,0,1,0.4220212158354443,0.7797704639948035,1.4774663863147857,0.6012886347934412,2.2329848520567026,1,1,WTS,0,1,0,0.951549974355327,0,3,0,0,0,1,0,0,routine,0,1,degraded,low,critical,0.7290609224059241,0.9482538295059708,7,7,49,27,19,2,48.43984475740406,66.08201182992507,55.300145259195844,59.74758626319301,78.3832553418862,48.09038314489848,726,0,0,274,0,174,0,1
2021-02-06,2021-02-19 21:36,874,2021,8,9,59,2,9,-69.83693194380841,-51.177555003107074,-56.17200950995563,10.089457008556067,16.80904812553867,11.096766780238877,4.823512481691396,5,1,3,activity_22,179.35045792313002,extended_mission,0.874,0.04010919141248248,36,9,1,2,1,1,0,0,0,1,0.7527318943736229,1.076004094564465,1.3734232380816604,1.6510527960168877,1.5543023171836385,1,0,WTS,0,1,1,0.35915102966623147,0,5,0,1,0,0,0,0,maintenance,4,0,safe,low,critical,0.8432001449248006,1.107965274628615,6,9,43,13,13,1,18.097695270948975,85.4385093369579,49.227785644803475,24.723107440317705,87.07499012725114,44.53052550026655,874,0,0,126,0,26,0,1
2021-10-10,2021-12-09 00:04,130,2021,4,8,171,3,0,-77.37361089622904,-45.62997008335017,-57.92886345349093,20.138453941122073,7.134641060800034,23.672917385489345,4.018056484302632,12,1,5,activity_23,159.12877456182872,extended_mission,0.13,0.5399058395022125,24,2,1,2,0,0,0,0,1,1,0.21067372767666404,0.6160356423697639,0.551696837241527,1.2600044502553707,1.0617529424317,4,0,WTS,0,0,0,0.5072348086883924,1,4,0,0,0,0,0,1,maintenance,3,0,nominal,medium,critical,0.30345798665408674,1.9277176781348584,1,28,56,38,14,2,48.88465802569202,66.68642575461044,13.96512547563129,2.9973589872677953,30.79299415911909,70.46807627366466,130,0,557,870,170,770,1,1
2021-08-17,2021-12-27 07:24,375,2021,4,1,1,2,15,-48.658055814406126,-33.32113932036371,-49.026664347971334,13.714341681049262,3.1857489048561027,26.17338729416893,1.9315019912815377,1,0,8,activity_24,299.115788883014,extended_mission,0.375,0.7524277626155725,17,9,0,4,0,1,0,0,0,0,0.6854604830125441,1.5773435562004123,1.4256748308807117,0.9572585196179815,2.753439123971111,4,0,HP3,0,0,0,0.8178342161750216,1,6,0,0,1,0,0,0,maintenance,0,0,nominal,high,nominal,0.5565230744099785,1.0942590374138832,4,18,59,28,0,0,54.56868884954734,44.441945275120155,1.466705704626381,58.706170770115094,16.844438514271964,64.25759689471896,375,0,312,625,0,525,1,1
2021-02-12,2021-11-11 12:20,1801,2021,7,11,336,6,20,-45.09847255250065,-50.260708136948026,-33.2834454841662,6.506684757239022,18.688720536110285,17.306794053387204,0.9563937280214743,4,1,4,activity_25,197.78912583496322,extended_mission,1.801,0.6700960346109417,33,3,1,2,0,0,1,0,0,0,0.6493004049798266,1.4890712136017483,0.7726240007335338,0.9203236522880274,0.8047152333423688,2,0,SEIS,0,1,1,0.7997810954240216,0,1,0,0,0,0,0,0,maintenance,4,0,degraded,medium,critical,0.8710240504529965,1.0602645245575815,9,14,12,21,8,1,21.204483990822666,61.09809888509917,41.10284698067047,83.98613028667204,90.00231233980112,35.34213793027181,1801,0,0,0,0,0,1,0
2021-01-22,2021-05-15 02:27,1317,2021,7,11,138,0,13,-58.39922569897908,-57.66181543565784,-68.62015229128042,11.863506350003135,11.940938337913833,28.65444357805816,2.492226350507872,7,0,0,activity_26,78.02632803267923,surface_operations,1.317,0.9912559937021883,23,4,1,2,0,0,0,1,0,1,0.9149723130967065,1.5907209094088886,0.7648954472367334,1.2679347562885754,1.9893768204723918,0,1,APSS,0,0,1,0.3549963058319373,1,5,1,0,0,0,0,1,science,3,0,degraded,low,critical,0.7481177566797161,0.9067211547502771,7,17,66,43,2,1,99.41393612211675,66.18391898493786,55.77834173700249,73.06505102392461,46.52056122837182,6.0142342600785215,1317,0,0,0,0,0,3,1
2021-12-19,2021-08-22 04:19,1572,2021,8,24,364,0,20,-85.3535427810305,-49.7181093427168,-39.544410526848075,26.617154800838506,12.169728253195826,22.73934511371689,1.2168680927854114,14,1,0,activity_27,84.47114946796327,surface_operations,1.572,0.26311256991084286,6,9,0,2,0,0,0,0,1,1,0.9432620407279565,1.1968440332822774,0.8055243106580235,0.8954722756114251,1.618006351262089,3,1,CAMERA,0,1,0,0.7862759567570945,0,6,0,0,0,0,0,1,science,3,0,degraded,high,nominal,0.3814564785198332,1.7261745627367873,2,29,87,41,13,2,79.00304363070614,30.46791390980408,8.091928305125219,40.29801787651615,17.35245149865087,69.49510889024617,1572,0,0,0,0,0,1,1
2021-05-02,2021-08-21 01:03,1812,2021,9,15,68,4,11,-41.708891942339,-42.700084866794725,-60.96827401116332,17.653546571006103,8.790233772658203,8.698263949161037,3.383718416105928,11,1,1,activity_28,52.69463717840968,extended_mission,1.812,0.3647982191445295,35,3,0,3,0,1,0,0,0,0,0.27260421003267454,0.5811596311978611,0.9846015870188647,1.4313803165157946,2.048744378518969,0,0,HP3,0,0,0,0.07462981433708171,1,6,0,0,0,0,0,0,maintenance,2,0,safe,low,critical,0.46022622339262953,0.8489683078440216,3,28,51,35,5,1,13.071037674019948,88.66042152404667,44.97846488213225,19.462251182076507,36.77593508772896,41.4129752528927,1812,0,0,0,0,0,4,0
2021-02-05,2021-04-17 02:48,598,2021,12,11,191,4,19,-76.69903609973096,-54.03048888199295,-69.27601067906477,26.616509803510443,4.869559368097345,27.80987267688389,4.148086675938198,6,1,4,activity_29,351.3145517676194,extended_mission,0.598,0.8920846889402344,45,1,1,1,1,0,0,1,1,0,0.9485480272719355,1.6559902309453904,0.5764168594380514,0.7190515709020746,2.8257972120945594,3,1,CAMERA,0,1,0,0.4954521034609818,1,3,1,0,0,0,0,0,maintenance,0,0,safe,low,critical,0.6628856153616428,0.7252535012255625,0,22,7,12,7,0,74.62072574818386,65.90355342036808,80.21305581275875,10.536753395280595,3.557086703554835,50.857928944757845,598,0,89,402,0,302,1,0
2021-08-08,2021-09-09 01:14,366,2021,2,3,49,3,3,-51.2683109681106,-34.24382985835477,-51.136404003787874,6.048780585790906,19.369775551887678,32.95499670791011,1.8176991651543413,8,1,5,activity_30,348.42961254421095,surface_operations,0.366,0.5824226582072465,35,2,0,2,0,0,0,1,0,0,0.40444075539504853,1.8705505525868895,0.7246156118438519,0.85825053575627,1.58019220736049,3,1,APSS,0,1,1,0.2737913075141065,1,5,0,0,0,0,0,0,routine,0,0,nominal,high,limited,0.8711628572780321,1.792054994545154,0,11,46,17,12,4,97.83972788005958,74.81919059789975,55.781322551106996,18.059459817530087,5.385820699802613,32.005983252098346,366,0,321,634,0,534,2,0
2021-06-19,2021-07-07 11:46,534,2021,9,5,111,1,15,-49.412389156714504,-30.3315175394828,-35.33471491462404,11.947552431221695,3.879077345355497,35.793577007967855,3.459021407501104,10,0,6,activity_31,183.00979688986078,surface_operations,0.534,0.18802473461541613,45,9,1,4,1,0,0,1,0,0,0.10470665218862146,1.5697833680505688,0.5353113549402391,1.4186006740968482,1.0062014004130935,1,0,APSS,0,1,0,0.7562646578914526,0,6,0,0,0,0,0,0,routine,4,0,degraded,high,nominal,0.750355625938249,1.6705996642209118,5,2,25,36,5,4,0.18798835249106416,17.837258430732984,2.9071380343953734,16.688511785487094,18.131927992550523,38.76735947503942,534,0,153,466,0,366,0,0
2021-03-22,2021-08-13 11:29,583,2021,10,6,117,6,3,-64.13654717791954,-42.39204008178038,-68.36463629821722,13.20481884023279,8.680387323477506,8.101015038786603,1.4927537872004506,15,0,8,activity_32,229.13663437769546,extended_mission,0.583,0.29944351049188667,37,1,1,4,0,0,0,1,0,0,0.5465497457018975,0.5208544404283548,1.1859112710498638,1.7866896477319556,2.368048969355094,0,1,APSS,1,0,0,0.5655499649214404,1,2,0,0,0,0,0,0,routine,4,0,safe,low,limited,0.8821879305730413,0.9096062149592186,0,26,50,18,9,2,42.96568127389351,87.27302504846018,84.19335667918087,18.610141784627732,80.26433097957104,45.81868867378927,583,0,104,417,0,317,4,1
2021-08-12,2021-10-22 06:34,1606,2021,7,28,270,1,15,-71.43964530550008,-42.84452484555845,-36.984475367129036,11.703475502387835,3.127636088068959,34.858136819127765,0.7092526389802947,18,1,8,activity_33,344.38126359004485,surface_operations,1.606,0.5324206822752171,37,7,1,2,1,1,0,0,0,0,0.7592038586542807,1.1869770507075637,0.6279882085335864,1.6232034214230902,1.483619616408979,1,1,HP3,1,1,1,0.7308209649807298,1,5,1,0,0,0,0,0,maintenance,4,0,safe,high,limited,0.4338334910253523,1.0073946579985225,2,24,84,11,8,0,15.124682873493455,22.53169299512351,25.0966661340298,85.06160578411378,56.12227882825249,52.33909113743665,1606,0,0,0,0,0,4,0
2021-03-07,2021-06-12 23:46,1378,2021,8,6,59,1,2,-87.40217112228657,-28.548872024638676,-65.93862980388116,11.465520872200969,3.294127068645918,16.557527270502412,3.905381775598858,15,1,7,activity_34,166.42640196021858,surface_operations,1.378,0.6596293663947422,32,9,1,2,0,1,0,1,0,1,0.7756565562994124,1.2043653298087518,1.0525136147827252,0.44122786518854684,1.3591579815227577,3,0,APSS,1,1,0,0.10547369995663058,1,1,0,0,0,1,0,0,routine,1,1,safe,high,nominal,0.975133657730568,0.8056496886915336,9,7,23,27,8,3,27.644169058339607,31.234910188551357,64.26746576724236,19.58408125869189,89.69579304235343,52.01905232515544,1378,0,0,0,0,0,3,1
2021-06-14,2021-06-19 08:11,1478,2021,11,14,16,0,12,-40.79448404817511,-33.28320004785492,-46.439792703572635,9.148872382394625,17.63855516609288,19.96213907722153,1.230050326021157,5,0,2,activity_35,112.73831813422164,surface_operations,1.478,0.029364159102392318,24,2,1,5,0,0,0,1,0,0,0.9761116509785558,0.8063129033499858,0.7964897812833153,1.6773119994341628,0.7768711132973953,3,1,APSS,0,0,1,0.8216368977104717,1,1,0,0,0,0,0,1,science,1,0,degraded,high,limited,0.42163311519502067,1.5680210304961713,7,25,61,32,2,3,90.53598742778703,73.96713007267637,19.12604179145867,61.377741881569904,43.550545439815934,57.72497307686131,1478,0,0,0,0,0,0,0
2021-03-04,2021-10-25 14:37,620,2021,5,3,313,4,20,-57.34186047343585,-22.467807262060695,-35.79579829816266,24.151619413382566,15.768946865065974,28.274471621659835,1.6712908590470135,1,1,6,activity_36,26.161513779605862,surface_operations,0.62,0.11098946921348107,42,4,0,3,0,0,1,1,0,0,0.4714850163394234,1.6442377924866756,0.9790700631033512,0.32700013341782247,1.5536101039481185,1,1,SEIS,0,1,1,0.7076883263306187,1,3,0,0,0,0,0,1,routine,1,0,safe,low,nominal,0.9739672499518182,1.590006488105485,6,24,18,46,19,4,54.069847664491036,9.653447019544082,24.189382825883897,1.240403627731479,46.876796546450585,30.126526076000037,620,0,67,380,0,280,2,0
