URN,Start Time,Stop Time,File Name,sol_number,start_mean_solar_time,stop_mean_solar_time,start_true_solar_time,stop_true_solar_time,start_solar_longitude,stop_solar_longitude,Ls,Mars Year,File_Size(Mb)
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0355,2019-11-25T23:24:22.058Z,2019-11-27T00:03:57.109Z,twins_calib_0355,355,355M00:00:00.099,355M23:59:59.911,355 00:19:54,356 00:20:02,111.962,112.433,112.11,35,16.043
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0356,2019-11-27T00:03:58.109Z,2019-11-28T00:43:32.106Z,twins_calib_0356,356,356M00:00:00.884,356M23:59:59.671,356 00:20:03,357 00:20:10,112.433,112.905,112.57,35,16.02
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0357,2019-11-28T00:43:33.106Z,2019-11-29T01:23:07.130Z,twins_calib_0357,357,357M00:00:00.644,357M23:59:59.457,357 00:20:11,358 00:20:17,112.905,113.377,113.03,35,15.965
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0358,2019-11-29T01:23:08.130Z,2019-11-30T02:02:42.128Z,twins_calib_0358,358,358M00:00:00.430,358M23:59:59.217,358 00:20:18,359 00:20:25,113.377,113.85,113.49,35,16.024
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0359,2019-11-30T02:02:43.128Z,2019-12-01T02:42:17.192Z,twins_calib_0359,359,359M00:00:00.190,359M23:59:59.042,359 00:20:26,360 00:20:33,113.85,114.324,113.95,35,16.008
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0360,2019-12-01T02:42:18.192Z,2019-12-02T03:21:53.249Z,twins_calib_0360,360,360M00:00:00.015,360M23:59:59.833,360 00:20:34,361 00:20:42,114.324,114.798,114.5,35,15.946
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0361,2019-12-02T03:21:54.249Z,2019-12-03T04:01:28.322Z,twins_calib_0361,361,361M00:00:00.807,361M23:59:59.667,361 00:20:43,362 00:20:50,114.798,115.272,114.96,35,15.95
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0362,2019-12-03T04:01:29.322Z,2019-12-04T04:41:03.405Z,twins_calib_0362,362,362M00:00:00.640,362M23:59:59.510,362 00:20:51,363 00:20:58,115.272,115.747,115.43,35,15.985
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0363,2019-12-04T04:41:04.405Z,2019-12-05T05:20:38.457Z,twins_calib_0363,363,363M00:00:00.483,363M23:59:59.323,363 00:20:59,364 00:21:06,115.747,116.223,115.89,35,15.958
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0364,2019-12-05T05:20:39.457Z,2019-12-06T06:00:13.485Z,twins_calib_0364,364,364M00:00:00.297,364M23:59:59.113,364 00:21:07,365 00:21:14,116.223,116.699,116.35,35,16.004
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0365,2019-12-06T06:00:14.485Z,2019-12-07T06:39:49.492Z,twins_calib_0365,365,365M00:00:00.086,365M23:59:59.856,365 00:21:15,366 00:21:23,116.699,117.176,116.82,35,15.989
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0366,2019-12-07T06:39:50.492Z,2019-12-08T00:34:42.939Z,twins_calib_0366,366,366M00:00:00.829,366M17:26:07.735,366 00:21:24,366 17:47:37,117.176,117.523,117.28,35,11.7
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0367,2019-12-08T09:21:33.962Z,2019-12-09T07:58:59.131Z,twins_calib_0367,367,367M01:58:52.983,367M23:59:59.029,367 02:20:25,368 00:21:39,117.693,118.131,117.74,35,14.211
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0368,2019-12-09T07:59:00.131Z,2019-12-10T08:38:35.191Z,twins_calib_0368,368,368M00:00:00.003,368M23:59:59.824,368 00:21:40,369 00:21:48,118.131,118.61,118.21,35,15.938
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0369,2019-12-10T08:38:36.191Z,2019-12-11T09:18:10.189Z,twins_calib_0369,369,369M00:00:00.797,369M23:59:59.584,369 00:21:49,370 00:21:56,118.61,119.089,118.68,35,15.665
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0369,2019-12-10T17:40:31.394Z,2019-12-10T19:53:02.195Z,twins_calibevent_0369,369,369M08:47:26.033,369M10:56:24.105,369 09:09:17,369 11:18:16,118.785,118.828,118.68,35,1.434
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0370,2019-12-11T09:18:11.189Z,2019-12-12T09:57:45.679Z,twins_calib_0370,370,370M00:00:00.557,370M23:59:59.824,370 00:21:57,371 00:22:05,119.089,119.569,119.24,35,13.899
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0370,2019-12-11T14:17:25.750Z,2019-12-11T16:31:56.533Z,twins_calibevent_0370,370,370M04:51:14.731,370M07:02:09.575,370 05:13:13,370 07:24:09,119.186,119.23,119.14,35,1.407
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0371,2019-12-12T09:57:46.679Z,2019-12-13T10:37:20.649Z,twins_calib_0371,371,371M00:00:00.797,371M23:59:59.557,371 00:22:06,372 00:22:13,119.569,120.049,119.7,35,15.668
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0371,2019-12-12T17:41:25.999Z,2019-12-12T19:53:56.787Z,twins_calibevent_0371,371,371M07:31:15.791,371M09:40:13.851,371 07:53:24,371 10:02:22,119.719,119.762,119.61,35,1.434
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0372,2019-12-13T10:37:21.649Z,2019-12-14T11:16:55.647Z,twins_calib_0372,372,372M00:00:00.530,372M23:59:59.317,372 00:22:14,373 00:22:21,120.049,120.53,120.17,35,15.981
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0373,2019-12-14T11:16:56.647Z,2019-12-15T11:56:30.602Z,twins_calib_0373,373,373M00:00:00.291,373M23:59:59.036,373 00:22:22,374 00:22:30,120.53,121.011,120.64,35,15.887
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0373,2019-12-15T10:36:29.704Z,2019-12-15T11:56:30.602Z,twins_calibevent_0373,373,373M22:42:06.590,373M23:59:59.036,373 23:04:37,374 00:22:30,120.985,121.011,120.92,35,0.852
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0374,2019-12-15T11:56:31.602Z,2019-12-16T12:36:06.600Z,twins_calib_0374,374,374M00:00:00.009,374M23:59:59.770,374 00:22:31,375 00:22:39,121.011,121.494,121.11,35,15.809
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0374,2019-12-15T11:56:31.602Z,2019-12-15T12:49:00.533Z,twins_calibevent_0374,374,374M00:00:00.009,374M00:51:04.689,374 00:22:31,374 01:13:36,121.011,121.028,120.92,35,0.563
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0375,2019-12-16T12:36:07.600Z,2019-12-17T13:15:41.527Z,twins_calib_0375,375,375M00:00:00.743,375M23:59:59.462,375 00:22:40,376 00:22:47,121.494,121.976,121.58,35,15.383
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0375,2019-12-16T15:42:08.339Z,2019-12-16T20:12:55.919Z,twins_calibevent_0375,375,375M03:01:02.869,375M07:24:35.734,375 03:23:43,375 07:47:18,121.554,121.643,121.48,35,1.895
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0376,2019-12-17T13:15:42.527Z,2019-12-18T13:55:16.446Z,twins_calib_0376,376,376M00:00:00.435,376M23:59:59.145,376 00:22:48,377 00:22:55,121.976,122.46,122.05,35,15.918
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0377,2019-12-18T13:55:17.446Z,2019-12-19T14:34:52.076Z,twins_calib_0377,377,377M00:00:00.118,377M23:59:59.521,377 00:22:56,378 00:23:04,122.46,122.944,122.52,35,15.192
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0378,2019-12-19T14:34:53.076Z,2019-12-20T15:14:27.085Z,twins_calib_0378,378,378M00:00:00.494,378M23:59:59.292,378 00:23:05,379 00:23:13,122.944,123.428,123.13,35,15.981
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0379,2019-12-20T15:14:28.085Z,2019-12-21T15:54:03.053Z,twins_calib_0379,379,379M00:00:00.265,379M23:59:59.997,379 00:23:14,380 00:23:22,123.428,123.914,123.6,35,15.946
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0380,2019-12-21T15:54:04.053Z,2019-12-22T16:33:38.118Z,twins_calib_0380,380,380M00:00:00.970,380M23:59:59.823,380 00:23:23,381 00:23:31,123.914,124.4,124.07,35,15.997
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0381,2019-12-22T16:33:39.118Z,2019-12-23T17:13:13.249Z,twins_calib_0381,381,381M00:00:00.796,381M23:59:59.713,381 00:23:32,382 00:23:40,124.4,124.886,124.55,35,15.985
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0382,2019-12-23T17:13:14.249Z,2019-12-24T17:52:48.434Z,twins_calib_0382,382,382M00:00:00.686,382M23:59:59.655,382 00:23:41,383 00:23:48,124.886,125.373,125.02,35,15.95
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0383,2019-12-24T17:52:49.433Z,2019-12-25T18:32:23.628Z,twins_calib_0383,383,383M00:00:00.628,383M23:59:59.607,383 00:23:49,384 00:23:57,125.373,125.861,125.5,35,15.965
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0384,2019-12-25T18:32:24.628Z,2019-12-26T19:11:58.896Z,twins_calib_0384,384,384M00:00:00.580,384M23:59:59.630,384 00:23:58,385 00:24:06,125.861,126.35,125.97,35,12.622
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0384,2019-12-26T05:20:14.731Z,2019-12-26T10:58:32.354Z,twins_calibevent_0384,384,384M10:30:30.687,384M15:59:45.232,384 10:54:32,384 16:23:49,126.075,126.187,125.97,35,3.325
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0385,2019-12-26T19:11:59.896Z,2019-12-27T15:05:01.453Z,twins_calib_0385,385,385M00:00:00.603,385M19:21:06.946,385 00:24:07,385 19:45:21,126.35,126.744,126.45,35,12.891
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0386,2019-12-27T22:33:33.682Z,2019-12-28T20:31:09.059Z,twins_calib_0386,386,386M02:37:39.119,386M23:59:59.315,386 03:01:55,387 00:24:24,126.893,127.329,126.92,35,13.825
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0387,2019-12-28T20:31:10.059Z,2019-12-29T21:10:44.116Z,twins_calib_0387,387,387M00:00:00.288,387M23:59:59.133,387 00:24:25,388 00:24:32,127.329,127.82,127.4,35,15.922
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0388,2019-12-29T21:10:45.116Z,2019-12-30T21:50:20.199Z,twins_calib_0388,388,388M00:00:00.106,388M23:59:59.949,388 00:24:33,389 00:24:42,127.82,128.311,128.02,35,15.946
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0389,2019-12-30T21:50:21.199Z,2019-12-31T22:29:55.394Z,twins_calib_0389,389,389M00:00:00.922,389M23:59:59.901,389 00:24:43,390 00:24:51,128.311,128.803,128.5,35,15.665
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0389,2019-12-31T05:05:00.615Z,2019-12-31T06:13:15.511Z,twins_calibevent_0389,389,389M07:03:02.565,389M08:09:27.899,389 07:27:48,389 08:34:13,128.456,128.478,128.36,35,0.766
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0390,2019-12-31T22:29:56.394Z,2020-01-01T23:09:30.569Z,twins_calib_0390,390,390M00:00:00.875,390M23:59:59.834,390 00:24:52,391 00:25:00,128.803,129.296,128.98,35,15.532
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0390,2020-01-01T15:07:35.082Z,2020-01-01T17:22:05.948Z,twins_calibevent_0390,390,390M16:10:58.001,390M18:21:52.925,390 16:35:55,390 18:46:51,129.135,129.18,129.08,35,1.364
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0391,2020-01-01T23:09:31.569Z,2020-01-02T23:49:05.771Z,twins_calib_0391,391,391M00:00:00.808,391M23:59:59.793,391 00:25:01,392 00:25:09,129.296,129.789,129.46,35,15.899
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0392,2020-01-02T23:49:06.771Z,2020-01-04T00:28:41.029Z,twins_calib_0392,392,392M00:00:00.767,392M23:59:59.807,392 00:25:10,393 00:25:19,129.789,130.283,129.94,35,15.903
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0393,2020-01-04T00:28:42.029Z,2020-01-05T01:08:16.280Z,twins_calib_0393,393,393M00:00:00.780,393M23:59:59.814,393 00:25:20,394 00:25:28,130.283,130.778,130.42,35,15.938
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0394,2020-01-05T01:08:17.280Z,2020-01-06T01:47:51.497Z,twins_calib_0394,394,394M00:00:00.787,394M23:59:59.787,394 00:25:29,395 00:25:37,130.778,131.274,130.9,35,15.938
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0395,2020-01-06T01:47:52.497Z,2020-01-07T02:27:26.728Z,twins_calib_0395,395,395M00:00:00.761,395M23:59:59.775,395 00:25:38,396 00:25:46,131.274,131.77,131.39,35,15.938
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0396,2020-01-07T02:27:27.728Z,2020-01-08T03:07:01.902Z,twins_calib_0396,396,396M00:00:00.748,396M23:59:59.707,396 00:25:47,397 00:25:55,131.77,132.267,131.97,35,15.399
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0396,2020-01-07T08:52:32.218Z,2020-01-07T19:20:24.365Z,twins_calibevent_0396,396,396M06:14:47.061,396M16:25:51.264,396 06:40:36,396 16:51:44,131.9,132.11,131.87,35,1.543
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0397,2020-01-08T03:07:02.902Z,2020-01-09T03:46:37.033Z,twins_calib_0397,397,397M00:00:00.680,397M23:59:59.597,397 00:25:56,398 00:26:05,132.267,132.765,132.45,35,15.903
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0398,2020-01-09T03:46:38.033Z,2020-01-10T04:26:12.099Z,twins_calib_0398,398,398M00:00:00.570,398M23:59:59.424,398 00:26:06,399 00:26:14,132.765,133.264,132.93,35,15.571
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0398,2020-01-09T14:35:09.091Z,2020-01-09T15:58:27.963Z,twins_calibevent_0398,398,398M10:31:10.535,398M11:52:15.659,398 10:57:20,398 12:18:25,132.984,133.012,132.93,35,0.93
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0399,2020-01-10T04:26:13.099Z,2020-01-11T05:05:47.191Z,twins_calib_0399,399,399M00:00:00.397,399M23:59:59.276,399 00:26:15,400 00:26:23,133.264,133.763,133.42,35,15.95
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0400,2020-01-11T05:05:48.191Z,2020-01-12T05:45:22.359Z,twins_calib_0400,400,400M00:00:00.249,400M23:59:59.202,400 00:26:24,401 00:26:32,133.763,134.263,133.91,35,15.969
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0401,2020-01-12T05:45:23.359Z,2020-01-13T06:24:57.697Z,twins_calib_0401,401,401M00:00:00.175,401M23:59:59.294,401 00:26:33,402 00:26:42,134.263,134.764,134.39,35,15.997
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0402,2020-01-13T06:24:58.697Z,2020-01-14T07:04:32.945Z,twins_calib_0402,402,402M00:00:00.267,402M23:59:59.298,402 00:26:43,403 00:26:51,134.764,135.265,134.88,35,15.993
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0403,2020-01-14T07:04:33.945Z,2020-01-15T07:44:08.532Z,twins_calib_0403,403,403M00:00:00.271,403M23:59:59.630,403 00:26:52,404 00:27:01,135.265,135.768,135.37,35,15.973
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0404,2020-01-15T07:44:09.532Z,2020-01-16T08:23:43.788Z,twins_calib_0404,404,404M00:00:00.604,404M23:59:59.642,404 00:27:02,405 00:27:11,135.768,136.271,135.86,35,15.93
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0405,2020-01-16T08:23:44.788Z,2020-01-17T09:03:19.026Z,twins_calib_0405,405,405M00:00:00.615,405M23:59:59.636,405 00:27:12,406 00:27:20,136.271,136.775,136.35,35,16
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0406,2020-01-17T09:03:20.026Z,2020-01-18T09:42:54.249Z,twins_calib_0406,406,406M00:00:00.610,406M23:59:59.616,406 00:27:21,407 00:27:30,136.775,137.28,136.94,35,16.004
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0407,2020-01-18T09:42:55.249Z,2020-01-19T10:22:29.426Z,twins_calib_0407,407,407M00:00:00.589,407M23:59:59.551,407 00:27:31,408 00:27:39,137.28,137.785,137.43,35,15.93
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0408,2020-01-19T10:22:30.426Z,2020-01-20T11:02:04.622Z,twins_calib_0408,408,408M00:00:00.524,408M23:59:59.504,408 00:27:40,409 00:27:49,137.785,138.291,137.92,35,15.958
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0409,2020-01-20T11:02:05.622Z,2020-01-21T11:41:39.825Z,twins_calib_0409,409,409M00:00:00.478,409M23:59:59.465,409 00:27:50,410 00:27:58,138.291,138.798,138.41,35,15.918
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0410,2020-01-21T11:41:40.825Z,2020-01-22T12:21:14.949Z,twins_calib_0410,410,410M00:00:00.438,410M23:59:59.348,410 00:27:59,411 00:28:08,138.798,139.306,138.91,35,15.922
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0411,2020-01-22T12:21:15.949Z,2020-01-23T13:00:50.100Z,twins_calib_0411,411,411M00:00:00.321,411M23:59:59.257,411 00:28:09,412 00:28:17,139.306,139.815,139.4,35,15.93
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0411,2020-01-23T12:50:58.110Z,2020-01-23T13:00:50.100Z,twins_calibevent_0411,411,411M23:50:23.107,411M23:59:59.257,412 00:18:41,412 00:28:17,139.812,139.815,139.7,35,0.129
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0412,2020-01-23T13:00:51.099Z,2020-01-24T10:40:03.490Z,twins_calib_0412,412,412M00:00:00.230,412M21:04:26.950,412 00:28:18,412 21:32:53,139.815,140.262,139.9,35,13.586
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0412,2020-01-23T13:00:51.099Z,2020-01-24T13:40:25.303Z,twins_calibevent_0412,412,412M00:00:00.230,412M23:59:59.218,412 00:28:18,413 00:28:27,139.815,140.325,139.9,35,2.75
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0413,2020-01-24T13:40:26.303Z,2020-01-24T14:34:59.244Z,twins_calibevent_0413,413,413M00:00:00.191,413M00:53:05.562,413 00:28:28,413 01:21:34,140.325,140.343,140.2,35,0.579
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0413,2020-01-24T14:04:52.277Z,2020-01-25T14:20:00.509Z,twins_calib_0413,413,413M00:23:46.942,413M23:59:59.181,413 00:52:15,414 00:28:37,140.333,140.835,140.39,35,15.676
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0414,2020-01-25T14:20:01.509Z,2020-01-26T14:59:35.702Z,twins_calib_0414,414,414M00:00:00.154,414M23:59:59.131,414 00:28:37,415 00:28:46,140.835,141.346,140.89,35,15.926
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0415,2020-01-26T14:59:36.702Z,2020-01-27T15:39:10.982Z,twins_calib_0415,415,415M00:00:00.104,415M23:59:59.166,415 00:28:47,416 00:28:56,141.346,141.858,141.54,35,15.942
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0416,2020-01-27T15:39:11.982Z,2020-01-28T16:18:46.312Z,twins_calib_0416,416,416M00:00:00.139,416M23:59:59.250,416 00:28:57,417 00:29:06,141.858,142.371,142.04,35,15.977
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0417,2020-01-28T16:18:47.312Z,2020-01-29T16:58:21.731Z,twins_calib_0417,417,417M00:00:00.223,417M23:59:59.420,417 00:29:07,418 00:29:15,142.371,142.885,142.54,35,15.86
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0418,2020-01-29T16:58:22.731Z,2020-01-30T17:37:57.102Z,twins_calib_0418,418,418M00:00:00.394,418M23:59:59.544,418 00:29:16,419 00:29:25,142.885,143.399,143.04,35,15.918
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0419,2020-01-30T17:37:58.102Z,2020-01-31T18:17:32.537Z,twins_calib_0419,419,419M00:00:00.517,419M23:59:59.730,419 00:29:26,420 00:29:35,143.399,143.914,143.54,35,15.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0420,2020-01-31T18:17:33.537Z,2020-02-01T18:57:08.017Z,twins_calib_0420,420,420M00:00:00.703,420M23:59:59.960,420 00:29:36,421 00:29:45,143.914,144.431,144.04,35,15.872
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0421,2020-02-01T18:57:09.017Z,2020-02-02T14:50:36.628Z,twins_calib_0421,421,421M00:00:00.933,421M19:21:32.631,421 00:29:46,421 19:51:26,144.431,144.848,144.54,35,12.903
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0422,2020-02-02T22:23:31.995Z,2020-02-03T20:16:18.521Z,twins_calib_0422,422,422M02:42:20.903,422M23:59:59.975,422 03:12:17,423 00:30:05,145.006,145.466,145.05,35,13.7
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0423,2020-02-03T20:16:19.521Z,2020-02-04T20:55:53.762Z,twins_calib_0423,423,423M00:00:00.948,423M23:59:59.972,423 00:30:05,424 00:30:14,145.466,145.985,145.55,35,15.875
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0424,2020-02-04T20:55:54.762Z,2020-02-05T21:35:28.060Z,twins_calib_0424,424,424M00:00:00.945,424M23:59:59.051,424 00:30:15,425 00:30:23,145.985,146.504,146.05,35,15.883
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0425,2020-02-05T21:35:29.060Z,2020-02-06T22:15:03.380Z,twins_calib_0425,425,425M00:00:00.024,425M23:59:59.125,425 00:30:24,426 00:30:33,146.504,147.025,146.71,35,15.321
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0425,2020-02-06T07:14:37.302Z,2020-02-06T20:24:36.484Z,twins_calibevent_0425,425,425M09:23:38.553,425M22:12:29.536,425 09:54:06,425 22:43:02,146.708,146.986,146.71,35,1.926
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0426,2020-02-06T22:15:04.380Z,2020-02-07T22:54:38.770Z,twins_calib_0426,426,426M00:00:00.098,426M23:59:59.267,426 00:30:34,427 00:30:43,147.025,147.546,147.22,35,15.618
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0426,2020-02-07T05:00:49.899Z,2020-02-07T06:24:08.782Z,twins_calibevent_0426,426,426M06:34:54.236,426M07:55:59.371,426 07:05:30,426 08:26:36,147.168,147.197,147.07,35,0.926
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0427,2020-02-07T22:54:39.770Z,2020-02-08T23:34:14.121Z,twins_calib_0427,427,427M00:00:00.241,427M23:59:59.372,427 00:30:43,428 00:30:52,147.546,148.069,147.73,35,15.922
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0428,2020-02-08T23:34:15.121Z,2020-02-10T00:13:49.504Z,twins_calib_0428,428,428M00:00:00.345,428M23:59:59.507,428 00:30:53,429 00:31:02,148.069,148.592,148.24,35,15.887
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0429,2020-02-10T00:13:50.504Z,2020-02-11T00:53:24.913Z,twins_calib_0429,429,429M00:00:00.480,429M23:59:59.668,429 00:31:03,430 00:31:12,148.592,149.116,148.75,35,15.555
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0429,2020-02-10T08:19:12.887Z,2020-02-10T09:40:28.771Z,twins_calibevent_0429,429,429M07:52:23.673,429M09:11:29.100,429 08:23:29,429 09:42:35,148.764,148.792,148.59,35,0.911
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0430,2020-02-11T00:53:25.913Z,2020-02-12T01:33:00.305Z,twins_calib_0430,430,430M00:00:00.641,430M23:59:59.812,430 00:31:13,431 00:31:22,149.116,149.641,149.26,35,15.848
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0431,2020-02-12T01:33:01.305Z,2020-02-13T02:12:35.645Z,twins_calib_0431,431,431M00:00:00.785,431M23:59:59.905,431 00:31:23,432 00:31:31,149.641,150.167,149.77,35,15.836
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0432,2020-02-13T02:12:36.645Z,2020-02-14T02:52:09.995Z,twins_calib_0432,432,432M00:00:00.878,432M23:59:59.035,432 00:31:32,433 00:31:40,150.167,150.693,150.28,35,15.864
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0433,2020-02-14T02:52:10.995Z,2020-02-15T03:31:45.343Z,twins_calib_0433,433,433M00:00:00.008,433M23:59:59.136,433 00:31:41,434 00:31:49,150.693,151.221,150.9,35,15.563
urn:nasa:pds:insight_twins:data_calibrated:twins_calibevent_0433,2020-02-14T14:34:48.096Z,2020-02-14T15:39:53.012Z,twins_calibevent_0433,433,433M11:23:49.166,433M12:27:09.604,433 11:55:35,433 12:58:55,150.944,150.967,150.9,35,0.723
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0434,2020-02-15T03:31:46.343Z,2020-02-16T04:11:20.700Z,twins_calib_0434,434,434M00:00:00.110,434M23:59:59.247,434 00:31:50,435 00:31:59,151.221,151.75,151.41,35,15.864
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0435,2020-02-16T04:11:21.700Z,2020-02-17T04:50:55.850Z,twins_calib_0435,435,435M00:00:00.220,435M23:59:59.155,435 00:32:00,436 00:32:08,151.75,152.279,151.92,35,12.993
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0436,2020-02-17T04:50:56.850Z,2020-02-18T05:30:31.001Z,twins_calib_0436,436,436M00:00:00.128,436M23:59:59.065,436 00:32:09,437 00:32:18,152.279,152.81,152.44,35,15.586
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0437,2020-02-18T05:30:32.001Z,2020-02-19T06:10:07.101Z,twins_calib_0437,437,437M00:00:00.038,437M23:59:59.898,437 00:32:19,438 00:32:28,152.81,153.341,152.96,35,15.844
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0438,2020-02-19T06:10:08.101Z,2020-02-20T06:49:42.337Z,twins_calib_0438,438,438M00:00:00.871,438M23:59:59.890,438 00:32:29,439 00:32:37,153.341,153.873,153.47,35,15.926
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0439,2020-02-20T06:49:43.337Z,2020-02-21T07:29:17.671Z,twins_calib_0439,439,439M00:00:00.863,439M23:59:59.978,439 00:32:38,440 00:32:47,153.873,154.407,153.99,35,15.86
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0440,2020-02-21T07:29:18.671Z,2020-02-22T08:08:52.002Z,twins_calib_0440,440,440M00:00:00.951,440M23:59:59.088,440 00:32:48,441 00:32:55,154.407,154.941,154.51,35,15.813
urn:nasa:pds:insight_twins:data_calibrated:twins_calib_0441,2020-02-22T08:08:53.002Z,2020-02-23T08:48:27.398Z,twins_calib_0441,441,441M00:00:00.062,441M23:59:59.236,441 00:32:56,442 00:33:04,154.941,155.476,155.03,35,15.887
